Updated On,State,Total Doses Administered,Sessions, Sites ,First Dose Administered,Second Dose Administered, Covaxin (Doses Administered),CoviShield (Doses Administered),Male(Individuals Vaccinated),Female(Individuals Vaccinated),Transgender(Individuals Vaccinated),Total Individuals Vaccinated
02-03-2021,Assam,246658,8130,1077,216152,30506,29103,187049,,,,216152
03-03-2021,Assam,268169,10320,1182,236065,32104,33559,202506,,,,236065
04-03-2021,Assam,310530,12233,1255,272629,37901,40358,232271,,,,272629
05-03-2021,Assam,354473,14442,1319,307984,46489,47477,260507,,,,307984
06-03-2021,Assam,396169,16828,1332,343601,52568,55858,287743,,,,343601
07-03-2021,Assam,407866,18440,1376,354572,53294,59290,295282,,,,354572
08-03-2021,Assam,446529,19819,1380,385170,61359,65609,319561,,,,385170
09-03-2021,Assam,423058,141510,872,354644,68414,70612,352414,,,,423058
10-03-2021,Assam,441178,109620,671,368957,72221,73456,367690,,,,441178
11-03-2021,Assam,461071,130580,837,385001,76070,76554,384485,,,,461071
12-03-2021,Assam,480338,127290,816,399648,80690,79344,400962,,,,480338
13-03-2021,Assam,496625,111410,731,412421,84204,81840,414753,,,,496625
14-03-2021,Assam,497722,14500,91,413455,84267,82123,415567,,,,497722
15-03-2021,Assam,518114,119410,800,429664,88450,85367,432715,,,,518114
16-03-2021,Assam,597787,119280,803,505646,92141,92483,505304,,,,505646
17-03-2021,Assam,614990,85540,567,520961,94029,94505,520485,,,,520961
18-03-2021,Assam,635553,116020,816,537405,98148,96435,539118,,,,537405
19-03-2021,Assam,655677,120427,827,552023,103654,98209,557468,,,,552023
20-03-2021,Assam,674602,113750,795,565687,108915,100725,573877,,,,565687
21-03-2021,Assam,678170,12540,105,568629,109541,101067,577103,,,,568629
22-03-2021,Assam,707326,143030,1067,590616,116710,104269,603057,,,,590616
23-03-2021,Assam,837889,303310,2113,711817,126072,113631,724258,,,,711817
24-03-2021,Assam,875007,131570,1007,745478,129529,116964,758043,,,,745478
25-03-2021,Assam,965022,268200,1993,828339,136683,124396,840626,,,,828339
26-03-2021,Assam,1020002,215810,1720,878784,141218,131324,888678,,,,878784
27-03-2021,Assam,1043681,100930,909,900947,142734,135354,908327,,,,900947
28-03-2021,Assam,1044730,26480,182,901960,142770,135434,909296,,,,901960
29-03-2021,Assam,1047861,104610,599,904676,143185,135630,912231,,,,904676
30-03-2021,Assam,1080940,243250,1541,932808,148132,141286,939654,,,,932808
31-03-2021,Assam,1098355,207075,1222,946438,151917,144878,953477,,,,946438
01-04-2021,Assam,1127935,233815,1482,970643,157292,148645,979290,,,,970643
02-04-2021,Assam,1167002,210220,1423,1002220,164782,153608,1013394,,,,1002220
03-04-2021,Assam,1203976,226770,1629,1030573,173403,158037,1045939,,,,1030573
04-04-2021,Assam,1225287,134500,876,1047611,177676,160819,1064468,,,,1047611
05-04-2021,Assam,1262224,265440,1797,1075940,186284,165916,1096308,,,,1075940
06-04-2021,Assam,1290110,220500,1524,1097741,192369,169735,1120375,,,,1097741
07-04-2021,Assam,1338480,183231,1279,1133750,204730,176010,1162470,,,,1133750
08-04-2021,Assam,1405074,228070,1746,1181704,223370,186386,1218688,,,,1181704
09-04-2021,Assam,1454260,206150,1564,1215483,238777,196909,1257351,,,,1215483
10-04-2021,Assam,1486087,143090,1195,1236130,249957,205481,1280606,,,,1236130
11-04-2021,Assam,1498693,138010,1069,1244425,254268,208915,1289778,,,,1244425
12-04-2021,Assam,1530751,179270,1372,1263243,267508,219354,1311397,,,,1263243
13-04-2021,Assam,1549948,151430,1182,1274714,275234,227004,1322944,,,,1274714
14-04-2021,Assam,1553876,152680,1151,1276940,276936,228510,1325366,,,,1276940
15-04-2021,Assam,1555448,148987,1087,1277864,277584,229009,1326439,,,,1277864
16-04-2021,Assam,1564454,144480,1086,1282985,281469,231490,1332964,,,,1282985
17-04-2021,Assam,1586181,97050,799,1295462,290719,236613,1349568,,,,1295462
18-04-2021,Assam,1597465,146130,1124,1302992,294473,239059,1358406,,,,1302992
19-04-2021,Assam,1676713,328720,2338,1351522,325191,253460,1423253,,,,1351522
20-04-2021,Assam,1770372,231990,1776,1415214,355158,270492,1499880,,,,1415214
21-04-2021,Assam,1824812,268650,2048,1454891,369921,285438,1539374,,,,1454891
22-04-2021,Assam,1898130,265460,2146,1508583,389547,309712,1588418,,,,1508583
23-04-2021,Assam,1960809,170580,1402,1556972,403837,342507,1618302,,,,1556972
24-04-2021,Assam,2005823,104270,907,1592952,412871,372430,1633393,,,,1592952
25-04-2021,Assam,2020521,94500,797,1605126,415395,380857,1639664,,,,1605126
26-04-2021,Assam,2104727,224700,1774,1664201,440526,409759,1694968,,,,1664201
27-04-2021,Assam,2192325,187600,1502,1728642,463683,431886,1760439,,,,1728642
28-04-2021,Assam,2242653,162650,1270,1766829,475824,445376,1797277,,,,1766829
29-04-2021,Assam,2349267,227600,1797,1846567,502700,465853,1883414,,,,1846567
30-04-2021,Assam,2480734,255340,2021,1946800,533934,486029,1994705,,,,1946800
01-05-2021,Assam,2574065,216540,1725,2020530,553535,500559,2073506,,,,2020530
02-05-2021,Assam,2589899,78620,683,2033174,556725,502560,2087339,,,,2033174
03-05-2021,Assam,2675846,240270,1815,2096948,578898,514792,2161054,,,,2096948
04-05-2021,Assam,2751204,230390,1774,2152500,598704,525870,2225334,,,,2152500
05-05-2021,Assam,2785838,118020,1011,2176851,608987,531637,2254201,,,,2176851
06-05-2021,Assam,2835452,189650,1556,2211808,623644,539842,2295610,,,,2211808
07-05-2021,Assam,2919568,187505,1569,2277554,642014,577829,2341739,,,,2277554
08-05-2021,Assam,3002857,191800,1583,2346318,656539,619997,2382860,,,,2346318
09-05-2021,Assam,3027029,71375,620,2366422,660607,630457,2396572,,,,2366422
10-05-2021,Assam,3120516,170660,1440,2434046,686470,660279,2460237,,,,2434046
11-05-2021,Assam,3197150,153180,1335,2487465,709685,672253,2524897,,,,2487465
12-05-2021,Assam,3233331,97700,872,2518410,714921,675598,2557733,,,,2518410
13-05-2021,Assam,3280423,116930,1054,2556294,724129,685431,2594992,,,,2556294
14-05-2021,Assam,3305992,78590,696,2578539,727453,689106,2616886,,,,2578539
15-05-2021,Assam,3362553,151160,1230,2631676,730877,694297,2668256,,,,2631676
16-05-2021,Assam,3401496,82577,617,2670104,731392,696501,2704995,,,,2670104
17-05-2021,Assam,3471991,163978,1189,2730754,741237,709527,2762464,,,,2730754
18-05-2021,Assam,3531930,182510,1315,2782676,749254,721986,2809944,,,,2782676
19-05-2021,Assam,3569472,97106,759,2815640,753832,729209,2840263,,,,2815640
20-05-2021,Assam,3620350,124193,964,2859912,760438,739764,2880586,,,,2859912
21-05-2021,Assam,3665676,144295,974,2898355,767321,750232,2915444,,,,2898355
22-05-2021,Assam,3716056,172295,1181,2938533,777523,763461,2952595,,,,2938533
23-05-2021,Assam,3753633,106352,795,2972648,780985,768150,2985483,,,,2972648
24-05-2021,Assam,3830284,209014,1383,3034071,796213,786938,3043346,,,,3034071
25-05-2021,Assam,3899915,218448,1403,3091355,808560,801763,3098152,,,,3091355
26-05-2021,Assam,3935243,147117,944,3121529,813714,807676,3127567,,,,3121529
27-05-2021,Assam,3981992,167200,1053,3162794,819198,813922,3168070,,,,3162794
28-05-2021,Assam,4027266,157858,1024,3203859,823407,818118,3209148,,,,3203859
29-05-2021,Assam,4073879,139153,845,3246700,827179,822627,3251252,,,,3246700
30-05-2021,Assam,4094193,69905,440,3265432,828761,824324,3269869,,,,3265432
31-05-2021,Assam,4137653,141250,933,3304493,833160,829235,3308418,,,,3304493
01-06-2021,Assam,4174820,133030,883,3337376,837444,833370,3341450,,,,3337376
02-06-2021,Assam,4200000,102020,616,3359700,840300,836301,3363699,,,,3359700
03-06-2021,Assam,4235371,134598,829,3392421,842950,838735,3396636,,,,3392421
04-06-2021,Assam,4274481,132569,860,3429205,845276,840957,3433524,,,,3429205
05-06-2021,Assam,4315221,137529,836,3467449,847772,843193,3472028,,,,3467449
06-06-2021,Assam,4339728,89359,457,3489368,850360,845915,3493813,,,,3489368
07-06-2021,Assam,4389697,165567,891,3534232,855465,850547,3539150,,,,3534232
08-06-2021,Assam,4451360,191115,937,3590740,860620,854926,3596434,,,,3590740
09-06-2021,Assam,4491566,134632,569,3623460,868106,862352,3629214,,,,3623460
10-06-2021,Assam,4585754,210842,1061,3695526,890228,885083,3700671,,,,3695526
11-06-2021,Assam,4674511,184211,1081,3769894,904617,899934,3774577,,,,3769894
12-06-2021,Assam,4758849,185884,956,3841521,917328,912611,3846238,,,,3841521
13-06-2021,Assam,4811949,120011,563,3883727,928222,923873,3888076,,,,3883727
14-06-2021,Assam,4891540,166814,1055,3937220,954320,949940,3941600,,,,3937220
15-06-2021,Assam,4951863,143213,891,3984232,967631,961623,3990240,,,,3984232
16-06-2021,Assam,4998717,131572,707,4018537,980180,973077,4025640,,,,4018537
17-06-2021,Assam,5092307,223552,1131,4089782,1002525,990759,4101548,,,,4089782
18-06-2021,Assam,5210614,268139,1236,4179861,1030753,1016553,4194061,,,,4179861
19-06-2021,Assam,5324600,266128,1171,4269193,1055407,1038543,4286057,,,,4269193
20-06-2021,Assam,5360385,96606,373,4294662,1065723,1048723,4311662,,,,4294662
21-06-2021,Assam,5721227,1164787,2395,4635279,1085948,1062023,4659204,,,,4635279
22-06-2021,Assam,5989078,868388,1979,4885776,1103302,1075238,4913840,,,,4885776
23-06-2021,Assam,6354626,1081662,2189,5233285,1121341,1086179,5268447,,,,5233285
24-06-2021,Assam,6523851,592489,1240,5387805,1136046,1097552,5426299,,,,5387805
25-06-2021,Assam,6688421,583005,1256,5535855,1152566,1108737,5579684,,,,
26-06-2021,Assam,6841405,567826,1248,5658679,1182726,1131869,5709536,,,,
27-06-2021,Assam,6854797,55892,138,5668536,1186261,1134829,5719968,,,,
28-06-2021,Assam,6976615,533647,1038,5765156,1211459,1153140,5823475,,,,
29-06-2021,Assam,7008658,163940,467,5785111,1223547,1162686,5845972,,,,
30-06-2021,Assam,7022922,103905,336,5792056,1230866,1168764,5854108,,,,
01-07-2021,Assam,7206783,499487,1196,5957147,1249636,1172463,6034198,,,,
02-07-2021,Assam,7445311,656965,1556,6169491,1275820,1175598,6269550,,,,
03-07-2021,Assam,7597121,366320,1107,6302541,1294580,1178417,6418490,,,,
04-07-2021,Assam,7629506,86341,231,6329978,1299528,1178711,6450581,,,,
05-07-2021,Assam,7690157,174355,668,6380179,1309978,1181983,6507914,,,,
06-07-2021,Assam,7712614,84070,391,6396900,1315714,1184422,6527898,,,,
07-07-2021,Assam,7720505,41890,253,6402476,1318029,1185897,6534269,,,,
08-07-2021,Assam,7730301,39145,242,6409336,1320965,1187985,6541925,,,,
09-07-2021,Assam,7790895,143876,447,6462249,1328646,1189268,6601172,,,,
10-07-2021,Assam,7910876,255347,853,6565772,1345104,1192130,6718230,,,,
11-07-2021,Assam,8015929,186603,562,6663892,1352037,1227665,6787748,,,,
12-07-2021,Assam,8264288,424085,1281,6895245,1369043,1383153,6880569,,,,
13-07-2021,Assam,8346086,185352,485,6961897,1384189,1410449,6935044,,,,
14-07-2021,Assam,8474492,239657,752,7042260,1432232,1427558,7046297,,,,
15-07-2021,Assam,8543611,172206,583,7073403,1470208,1433621,7109314,,,,
16-07-2021,Assam,8643029,255108,712,7145077,1497952,1452526,7189772,,,,
17-07-2021,Assam,8763717,279989,829,7237044,1526673,1462859,7300052,,,,
18-07-2021,Assam,8782510,55630,149,7250332,1532178,1464801,7316903,,,,
19-07-2021,Assam,8939320,375132,985,7382171,1557149,1471900,7466548,,,,
20-07-2021,Assam,9084754,282479,904,7497592,1587162,1475237,7608595,,,,
21-07-2021,Assam,9128219,97466,290,7532329,1595890,1475563,7651677,,,,
22-07-2021,Assam,9337930,424824,1226,7696780,1641150,1479948,7856954,,,,
23-07-2021,Assam,9533765,368150,1087,7850458,1683307,1483859,8048823,,,,
24-07-2021,Assam,9669301,256113,783,7957718,1711583,1488025,8180159,,,,
25-07-2021,Assam,9733328,120295,366,8008339,1724989,1492571,8239640,,,,
26-07-2021,Assam,9983825,550683,1391,8201982,1781843,1509077,8473589,,,,
27-07-2021,Assam,10234256,511892,1420,8393598,1840658,1518828,8714191,,,,
28-07-2021,Assam,10341710,0,0,8476245,1865465,1528874,8811540,,,,
29-07-2021,Assam,10448906,271581,788,8560333,1888573,1536766,8910792,,,,
30-07-2021,Assam,10533219,230452,685,8622219,1911000,1540944,8990892,,,,
31-07-2021,Assam,10638247,259917,705,8708999,1929248,1544067,9092754,,,,
01-08-2021,Assam,10826140,309181,808,8877144,1948996,1548292,9276422,,,,
02-08-2021,Assam,11129239,709198,1703,9141787,1987452,1557058,9570706,,,,
03-08-2021,Assam,11429254,669089,1660,9405394,2023860,1563796,9863970,,,,
04-08-2021,Assam,11581397,347595,861,9535651,2045746,1568047,10011825,,,,
05-08-2021,Assam,11846550,662129,1630,9765007,2081543,1577613,10267387,,,,
06-08-2021,Assam,12087826,588571,1432,9976148,2111678,1586508,10499736,,,,
07-08-2021,Assam,12339414,632560,1575,10189217,2150197,1593221,10744549,,,,
08-08-2021,Assam,12422010,174639,453,10260435,2161575,1596082,10824284,,,,
09-08-2021,Assam,12703870,718900,1690,10495293,2208577,1612196,11089982,,,,
10-08-2021,Assam,,,,,,,,,,,
11-08-2021,Assam,,,,,,,,,,,
12-08-2021,Assam,,,,,,,,,,,
13-08-2021,Assam,,,,,,,,,,,
14-08-2021,Assam,,,,,,,,,,,
15-08-2021,Assam,,,,,,,,,,,
16-01-2021,Bihar,2967,222,219,2967,0,30,2937,,,,2967
17-01-2021,Bihar,3700,617,304,3700,0,33,3667,,,,3700
18-01-2021,Bihar,7883,1037,345,7883,0,40,7843,,,,7883
19-01-2021,Bihar,15546,1211,352,15546,0,107,15439,,,,15546
20-01-2021,Bihar,16183,1466,369,16183,0,114,16069,,,,16183
21-01-2021,Bihar,25254,1575,382,25254,0,283,24971,,,,25254
22-01-2021,Bihar,25773,1910,527,25773,0,314,25459,,,,25773
23-01-2021,Bihar,38409,2075,597,38409,0,683,37726,,,,38409
24-01-2021,Bihar,38787,2168,622,38787,0,739,38048,,,,38787
25-01-2021,Bihar,51676,2290,629,51676,0,1152,50524,,,,51676
26-01-2021,Bihar,51808,2407,654,51808,0,1161,50647,,,,51808
27-01-2021,Bihar,53222,2621,697,53222,0,1503,51719,,,,53222
28-01-2021,Bihar,70412,2888,773,70412,0,1906,68506,,,,70412
29-01-2021,Bihar,73181,3235,851,73181,0,2355,70826,,,,73181
30-01-2021,Bihar,105751,3662,905,105751,0,2781,102970,,,,105751
31-01-2021,Bihar,108889,4003,931,108889,0,2844,106045,,,,108889
01-02-2021,Bihar,144845,4647,948,144845,0,3467,141378,,,,144845
02-02-2021,Bihar,181290,5363,972,181290,0,4692,176598,,,,181290
03-02-2021,Bihar,219359,6012,985,219359,0,5757,213602,,,,219359
04-02-2021,Bihar,263973,6741,1004,263973,0,6639,257334,,,,263973
05-02-2021,Bihar,308439,7346,1058,308439,0,7501,300938,,,,308439
06-02-2021,Bihar,330327,7646,1075,330327,0,8499,321828,,,,330327
07-02-2021,Bihar,335765,8143,1105,335765,0,8513,327252,,,,335765
08-02-2021,Bihar,353743,8597,1138,353743,0,9239,344504,,,,353743
09-02-2021,Bihar,373801,8983,1176,373801,0,10386,363415,,,,373801
10-02-2021,Bihar,388881,9350,1219,388881,0,10755,378126,,,,388881
11-02-2021,Bihar,409263,9691,1237,409263,0,12936,396327,,,,409263
12-02-2021,Bihar,430554,10258,1258,430554,0,16314,414240,,,,430554
13-02-2021,Bihar,451761,10486,1270,451706,55,19232,432474,,,,451706
14-02-2021,Bihar,452991,10821,1277,452936,55,19330,433606,,,,452936
15-02-2021,Bihar,483813,10950,1283,470549,13264,20887,449662,,,,470549
16-02-2021,Bihar,485733,11203,1292,472215,13518,21262,450953,,,,472215
17-02-2021,Bihar,496507,11664,1300,481352,15155,22634,458718,,,,481352
18-02-2021,Bihar,529891,12058,1328,497328,32563,24070,473258,,,,497328
19-02-2021,Bihar,547003,12417,1330,512327,34676,25385,486942,,,,512327
20-02-2021,Bihar,557762,12701,1333,519360,38402,26109,493251,,,,519360
21-02-2021,Bihar,558309,12993,1340,519787,38522,26109,493678,,,,519787
22-02-2021,Bihar,579548,13263,1348,523685,55863,27294,496391,,,,523685
23-02-2021,Bihar,588882,13667,1356,530477,58405,28143,502334,,,,530477
24-02-2021,Bihar,597807,14203,1367,538212,59595,29095,509117,,,,538212
25-02-2021,Bihar,621233,14748,1373,546161,75072,29997,516164,,,,546161
26-02-2021,Bihar,637549,14997,1377,559321,78228,31175,528146,,,,559321
27-02-2021,Bihar,637549,14998,1377,559321,78228,31175,528146,,,,559321
28-02-2021,Bihar,637549,15121,1385,559321,78228,31175,528146,,,,559321
01-03-2021,Bihar,637549,15567,1424,559321,78228,31175,528146,,,,559321
02-03-2021,Bihar,658177,17393,1455,568137,90040,31362,536775,,,,568137
03-03-2021,Bihar,689592,20006,1513,581124,108468,31913,549211,,,,581124
04-03-2021,Bihar,733670,22092,1526,598233,135437,32277,565956,,,,598233
05-03-2021,Bihar,777943,25186,1542,618296,159647,33396,584900,,,,618296
06-03-2021,Bihar,828652,28705,1557,643684,184968,35203,608481,,,,643684
07-03-2021,Bihar,830495,31237,1793,644690,185805,35231,609459,,,,644690
08-03-2021,Bihar,996855,32474,1833,784521,212334,36110,748411,,,,784521
09-03-2021,Bihar,882786,209501,906,650004,232782,40035,842719,,,,882786
10-03-2021,Bihar,945716,207450,948,695938,249778,42921,902763,,,,945716
11-03-2021,Bihar,951238,36550,167,700136,251102,43624,907582,,,,951238
12-03-2021,Bihar,1068778,370500,1543,798011,270767,46629,1022117,,,,1068778
13-03-2021,Bihar,1155115,268800,1235,864349,290766,50455,1104628,,,,1155115
14-03-2021,Bihar,1159704,5000,40,867980,291724,50753,1108919,,,,1159704
15-03-2021,Bihar,1238681,250750,1188,928808,309873,52746,1185903,,,,1238681
16-03-2021,Bihar,1521806,246050,1207,1197777,324029,65440,1456366,,,,1197777
17-03-2021,Bihar,1633471,222900,1070,1299718,333753,72439,1561032,,,,1299718
18-03-2021,Bihar,1709461,245950,1197,1364201,345260,74135,1635326,,,,1364201
19-03-2021,Bihar,1781915,219450,1104,1427007,354908,77749,1704166,,,,1427007
20-03-2021,Bihar,1868362,244230,1261,1502913,365449,81766,1786596,,,,1502913
21-03-2021,Bihar,1893344,25100,158,1526471,366873,82392,1810952,,,,1526471
22-03-2021,Bihar,1960951,259150,1367,1588734,372217,83030,1877921,,,,1588734
23-03-2021,Bihar,2090147,309250,1692,1708266,381881,87057,2003090,,,,1708266
24-03-2021,Bihar,2199108,330750,1797,1810293,388815,91237,2107871,,,,1810293
25-03-2021,Bihar,2326623,345050,2002,1931442,395181,92898,2233725,,,,1931442
26-03-2021,Bihar,2440263,319450,2076,2039444,400819,95536,2344727,,,,2039444
27-03-2021,Bihar,2555647,309630,2019,2150425,405222,97860,2457787,,,,2150425
28-03-2021,Bihar,2584553,140400,950,2179032,405521,98243,2486310,,,,2179032
29-03-2021,Bihar,2587193,57950,276,2181647,405546,98253,2488940,,,,2181647
30-03-2021,Bihar,2632950,287050,1719,2225891,407059,99511,2533439,,,,2225891
31-03-2021,Bihar,2739610,354550,2093,2326918,412692,103764,2635846,,,,2326918
01-04-2021,Bihar,2851813,377050,2284,2433633,418180,109343,2742470,,,,2433633
02-04-2021,Bihar,3064854,354600,2122,2638486,426368,123987,2940867,,,,2638486
03-04-2021,Bihar,3195814,313140,2040,2763236,432578,137266,3058548,,,,2763236
04-04-2021,Bihar,3346839,356850,1683,2908130,438709,164103,3182736,,,,2908130
05-04-2021,Bihar,3478610,450951,2517,3031775,446835,182884,3295726,,,,3031775
06-04-2021,Bihar,3676143,466920,2674,3217315,458828,207945,3468198,,,,3217315
07-04-2021,Bihar,3981969,310600,1958,3500712,481257,222226,3759743,,,,3500712
08-04-2021,Bihar,4165803,375950,2107,3663711,502092,226278,3939525,,,,3663711
09-04-2021,Bihar,4233637,399850,2036,3721775,511862,228683,4004954,,,,3721775
10-04-2021,Bihar,4491227,529101,3056,3953983,537244,230671,4260556,,,,3953983
11-04-2021,Bihar,4744755,585150,3164,4188252,556503,232742,4512013,,,,4188252
12-04-2021,Bihar,4952445,496300,2720,4372599,579846,234507,4717938,,,,4372599
13-04-2021,Bihar,5049345,395852,2219,4456899,592446,245029,4804316,,,,4456899
14-04-2021,Bihar,5225646,516200,2886,4608655,616991,255369,4970277,,,,4608655
15-04-2021,Bihar,5352860,465760,2658,4714910,637950,269422,5083438,,,,4714910
16-04-2021,Bihar,5426287,391270,2168,4774916,651371,281410,5144877,,,,4774916
17-04-2021,Bihar,5578006,432820,2612,4895185,682821,293703,5284303,,,,4895185
18-04-2021,Bihar,5686374,476580,2749,4984400,701974,301567,5384807,,,,4984400
19-04-2021,Bihar,5836677,509910,2984,5099038,737639,310307,5526370,,,,5099038
20-04-2021,Bihar,5964087,501070,2974,5195367,768720,319116,5644971,,,,5195367
21-04-2021,Bihar,6057111,452700,2744,5265128,791983,324892,5732219,,,,5265128
22-04-2021,Bihar,6169648,480430,3012,5344307,825341,332830,5836818,,,,5344307
23-04-2021,Bihar,6270782,448930,2793,5415848,854934,340190,5930592,,,,5415848
24-04-2021,Bihar,6362064,405540,2613,5480243,881821,347867,6014197,,,,5480243
25-04-2021,Bihar,6437127,364600,2201,5534535,902592,352127,6085000,,,,5534535
26-04-2021,Bihar,6557857,475830,2970,5615151,942706,358812,6199045,,,,5615151
27-04-2021,Bihar,6661790,470380,2991,5686449,975341,364993,6296797,,,,5686449
28-04-2021,Bihar,6761471,405170,2538,5752082,1009389,370807,6390664,,,,5752082
29-04-2021,Bihar,6869722,462150,2928,5821599,1048123,377281,6492441,,,,5821599
30-04-2021,Bihar,6967492,437150,2787,5881859,1085633,385347,6582145,,,,5881859
01-05-2021,Bihar,7047770,360750,2328,5928725,1119045,391991,6655779,,,,5928725
02-05-2021,Bihar,7110550,330208,1981,5965407,1145143,396195,6714355,,,,5965407
03-05-2021,Bihar,7233171,514550,2992,6027693,1205478,403840,6829331,,,,6027693
04-05-2021,Bihar,7359866,520230,3101,6092049,1267817,413470,6946396,,,,6092049
05-05-2021,Bihar,7475869,427600,2575,6150797,1325072,422099,7053770,,,,6150797
06-05-2021,Bihar,7604097,433200,2713,6212706,1391391,429065,7175032,,,,6212706
